Academic Year,University,Type of project,New or ongoing research projects,Source of research funding,Unit,Value,Remarks
2017/18,The Hong Kong Polytechnic University,Research grants,New,Other UGC Grants,Number,2,
2017/18,The Hong Kong Polytechnic University,Research grants,On-going,Block Grant,Number,1687,
2017/18,The Hong Kong Polytechnic University,Research grants,On-going,HKSAR Government,Number,261,
2017/18,The Hong Kong Polytechnic University,Research grants,On-going,Hong Kong — other,Number,137,
2017/18,The Hong Kong Polytechnic University,Research grants,On-going,Hong Kong charities/foundations,Number,44,
2017/18,The Hong Kong Polytechnic University,Research grants,On-going,Hong Kong Industry,Number,32,
2017/18,The Hong Kong Polytechnic University,Research grants,On-going,Non-HK,Number,342,
2017/18,The Hong Kong Polytechnic University,Research grants,On-going,Other RGC Grants,Number,683,
2017/18,The Hong Kong Polytechnic University,Research grants,On-going,Other UGC Grants,Number,5,
2017/18,The Hong Kong University of Science and Technology,Research contracts,New,HKSAR Government,Number,42,
2017/18,The Hong Kong University of Science and Technology,Research contracts,New,Hong Kong — other,Number,3,
2017/18,The Hong Kong University of Science and Technology,Research contracts,New,Hong Kong charities/foundations,Number,2,
2017/18,The Hong Kong University of Science and Technology,Research contracts,New,Hong Kong Industry,Number,60,
2017/18,The Hong Kong University of Science and Technology,Research contracts,New,Non-HK,Number,97,
2017/18,The Hong Kong University of Science and Technology,Research contracts,On-going,HKSAR Government,Number,96,
2017/18,The Hong Kong University of Science and Technology,Research contracts,On-going,Hong Kong — other,Number,5,
2017/18,The Hong Kong University of Science and Technology,Research contracts,On-going,Hong Kong charities/foundations,Number,4,
2017/18,The Hong Kong University of Science and Technology,Research contracts,On-going,Hong Kong Industry,Number,117,
2017/18,The Hong Kong University of Science and Technology,Research contracts,On-going,Non-HK,Number,229,
2017/18,The Hong Kong University of Science and Technology,Research grants,New,Block Grant,Number,439,
2017/18,The Hong Kong University of Science and Technology,Research grants,New,HKSAR Government,Number,58,
2017/18,The Hong Kong University of Science and Technology,Research grants,New,Hong Kong — other,Number,14,
2017/18,The Hong Kong University of Science and Technology,Research grants,New,Hong Kong charities/foundations,Number,20,
2017/18,The Hong Kong University of Science and Technology,Research grants,New,Hong Kong Industry,Number,2,
2017/18,The Hong Kong University of Science and Technology,Research grants,New,Non-HK,Number,149,
2017/18,The Hong Kong University of Science and Technology,Research grants,New,Other RGC Grants,Number,200,
2017/18,The Hong Kong University of Science and Technology,Research grants,New,Other UGC Grants,Number,12,
2017/18,The Hong Kong University of Science and Technology,Research grants,On-going,Block Grant,Number,1349,
2017/18,The Hong Kong University of Science and Technology,Research grants,On-going,HKSAR Government,Number,152,
2017/18,The Hong Kong University of Science and Technology,Research grants,On-going,Hong Kong — other,Number,75,
2017/18,The Hong Kong University of Science and Technology,Research grants,On-going,Hong Kong charities/foundations,Number,43,
2017/18,The Hong Kong University of Science and Technology,Research grants,On-going,Hong Kong Industry,Number,72,
2017/18,The Hong Kong University of Science and Technology,Research grants,On-going,Non-HK,Number,448,
2017/18,The Hong Kong University of Science and Technology,Research grants,On-going,Other RGC Grants,Number,699,
2017/18,The Hong Kong University of Science and Technology,Research grants,On-going,Other UGC Grants,Number,44,
2017/18,The Hong Kong University of Science and Technology,Research grants,On-going,RGC Direct,Number,44,
2017/18,The University of Hong Kong,Research contracts,New,HKSAR Government,Number,30,
2017/18,The University of Hong Kong,Research contracts,New,Hong Kong — other,Number,1,
2017/18,The University of Hong Kong,Research contracts,New,Hong Kong charities/foundations,Number,22,
2017/18,The University of Hong Kong,Research contracts,New,Hong Kong Industry,Number,36,
2017/18,The University of Hong Kong,Research contracts,New,Non-HK,Number,51,
2017/18,The University of Hong Kong,Research contracts,On-going,HKSAR Government,Number,147,
2017/18,The University of Hong Kong,Research contracts,On-going,Hong Kong — other,Number,87,
2017/18,The University of Hong Kong,Research contracts,On-going,Hong Kong charities/foundations,Number,68,
2017/18,The University of Hong Kong,Research contracts,On-going,Hong Kong Industry,Number,115,
2017/18,The University of Hong Kong,Research contracts,On-going,Non-HK,Number,169,
2017/18,The University of Hong Kong,Research grants,New,Block Grant,Number,452,
2017/18,The University of Hong Kong,Research grants,New,HKSAR Government,Number,151,
2017/18,The University of Hong Kong,Research grants,New,Hong Kong — other,Number,104,
2017/18,The University of Hong Kong,Research grants,New,Hong Kong charities/foundations,Number,121,
2017/18,The University of Hong Kong,Research grants,New,Hong Kong Industry,Number,30,
2017/18,The University of Hong Kong,Research grants,New,Non-HK,Number,83,
2017/18,The University of Hong Kong,Research grants,New,Other RGC Grants,Number,251,
2017/18,The University of Hong Kong,Research grants,New,Other UGC Grants,Number,12,
2017/18,The University of Hong Kong,Research grants,On-going,Block Grant,Number,1338,
2017/18,The University of Hong Kong,Research grants,On-going,HKSAR Government,Number,727,
2017/18,The University of Hong Kong,Research grants,On-going,Hong Kong — other,Number,656,
2017/18,The University of Hong Kong,Research grants,On-going,Hong Kong charities/foundations,Number,689,
2017/18,The University of Hong Kong,Research grants,On-going,Hong Kong Industry,Number,229,
2017/18,The University of Hong Kong,Research grants,On-going,Non-HK,Number,326,
2017/18,The University of Hong Kong,Research grants,On-going,Other RGC Grants,Number,1001,
2017/18,The University of Hong Kong,Research grants,On-going,Other UGC Grants,Number,372,
2017/18,The University of Hong Kong,Research grants,On-going,RGC Direct,Number,5,
2017/18,City University of Hong Kong,Research contracts,New,HKSAR Government,Amount (HK$ million),2,
2017/18,City University of Hong Kong,Research contracts,New,Hong Kong — other,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2017/18,City University of Hong Kong,Research contracts,New,Hong Kong charities/foundations,Amount (HK$ million),4,
2017/18,City University of Hong Kong,Research contracts,New,Hong Kong Industry,Amount (HK$ million),2,
2017/18,City University of Hong Kong,Research contracts,New,Non-HK,Amount (HK$ million),6,
2017/18,City University of Hong Kong,Research contracts,On-going,HKSAR Government,Amount (HK$ million),9,
2017/18,City University of Hong Kong,Research contracts,On-going,Hong Kong — other,Amount (HK$ million),4,
2017/18,City University of Hong Kong,Research contracts,On-going,Hong Kong charities/foundations,Amount (HK$ million),16,
2017/18,City University of Hong Kong,Research contracts,On-going,Hong Kong Industry,Amount (HK$ million),14,
2017/18,City University of Hong Kong,Research contracts,On-going,Non-HK,Amount (HK$ million),62,
2017/18,City University of Hong Kong,Research grants,New,Block Grant,Amount (HK$ million),107,
2017/18,City University of Hong Kong,Research grants,New,HKSAR Government,Amount (HK$ million),79,
2017/18,City University of Hong Kong,Research grants,New,Hong Kong — other,Amount (HK$ million),21,
2017/18,City University of Hong Kong,Research grants,New,Hong Kong charities/foundations,Amount (HK$ million),1,
2017/18,City University of Hong Kong,Research grants,New,Hong Kong Industry,Amount (HK$ million),28,
2017/18,City University of Hong Kong,Research grants,New,Non-HK,Amount (HK$ million),2,
2017/18,City University of Hong Kong,Research grants,New,Other RGC Grants,Amount (HK$ million),107,
2017/18,City University of Hong Kong,Research grants,On-going,Block Grant,Amount (HK$ million),416,
2017/18,City University of Hong Kong,Research grants,On-going,HKSAR Government,Amount (HK$ million),194,
2017/18,City University of Hong Kong,Research grants,On-going,Hong Kong — other,Amount (HK$ million),125,
2017/18,City University of Hong Kong,Research grants,On-going,Hong Kong charities/foundations,Amount (HK$ million),11,
2017/18,City University of Hong Kong,Research grants,On-going,Hong Kong Industry,Amount (HK$ million),57,
2017/18,City University of Hong Kong,Research grants,On-going,Non-HK,Amount (HK$ million),10,
2017/18,City University of Hong Kong,Research grants,On-going,Other RGC Grants,Amount (HK$ million),589,
2017/18,City University of Hong Kong,Research grants,On-going,Other UGC Grants,Amount (HK$ million),39,
2017/18,Hong Kong Baptist University,Research contracts,New,Hong Kong — other,Amount (HK$ million),7,
2017/18,Hong Kong Baptist University,Research contracts,New,Hong Kong charities/foundations,Amount (HK$ million),8,
2017/18,Hong Kong Baptist University,Research contracts,New,Non-HK,Amount (HK$ million),3,
2017/18,Hong Kong Baptist University,Research contracts,On-going,HKSAR Government,Amount (HK$ million),24,
2017/18,Hong Kong Baptist University,Research contracts,On-going,Hong Kong — other,Amount (HK$ million),50,
2017/18,Hong Kong Baptist University,Research contracts,On-going,Hong Kong charities/foundations,Amount (HK$ million),75,
2017/18,Hong Kong Baptist University,Research contracts,On-going,Hong Kong Industry,Amount (HK$ million),6,
2017/18,Hong Kong Baptist University,Research contracts,On-going,Non-HK,Amount (HK$ million),16,
2017/18,Hong Kong Baptist University,Research grants,New,Block Grant,Amount (HK$ million),22,
2017/18,Hong Kong Baptist University,Research grants,New,HKSAR Government,Amount (HK$ million),6,
2017/18,Hong Kong Baptist University,Research grants,New,Hong Kong — other,Amount (HK$ million),2,
2017/18,Hong Kong Baptist University,Research grants,New,Non-HK,Amount (HK$ million),1,
2017/18,Hong Kong Baptist University,Research grants,New,Other RGC Grants,Amount (HK$ million),47,
2017/18,Hong Kong Baptist University,Research grants,New,Other UGC Grants,Amount (HK$ million),8,
2017/18,Hong Kong Baptist University,Research grants,On-going,Block Grant,Amount (HK$ million),116,
2017/18,Hong Kong Baptist University,Research grants,On-going,HKSAR Government,Amount (HK$ million),78,
2017/18,Hong Kong Baptist University,Research grants,On-going,Hong Kong — other,Amount (HK$ million),33,
2017/18,Hong Kong Baptist University,Research grants,On-going,Hong Kong charities/foundations,Amount (HK$ million),21,
2017/18,Hong Kong Baptist University,Research grants,On-going,Hong Kong Industry,Amount (HK$ million),13,
2017/18,Hong Kong Baptist University,Research grants,On-going,Non-HK,Amount (HK$ million),23,
2017/18,Hong Kong Baptist University,Research grants,On-going,Other RGC Grants,Amount (HK$ million),192,
2017/18,Hong Kong Baptist University,Research grants,On-going,Other UGC Grants,Amount (HK$ million),35,
2017/18,Hong Kong Baptist University,Research grants,On-going,RGC Direct,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2017/18,Lingnan University,Research contracts,New,HKSAR Government,Amount (HK$ million),1,
2017/18,Lingnan University,Research contracts,New,Hong Kong charities/foundations,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2017/18,Lingnan University,Research contracts,On-going,HKSAR Government,Amount (HK$ million),21,
2017/18,Lingnan University,Research contracts,On-going,Hong Kong charities/foundations,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2017/18,Lingnan University,Research contracts,On-going,Non-HK,Amount (HK$ million),3,
2017/18,Lingnan University,Research grants,New,Block Grant,Amount (HK$ million),3,
2017/18,Lingnan University,Research grants,New,HKSAR Government,Amount (HK$ million),3,
2017/18,Lingnan University,Research grants,New,Hong Kong charities/foundations,Amount (HK$ million),4,
2017/18,Lingnan University,Research grants,New,Hong Kong Industry,Amount (HK$ million),1,
2017/18,Lingnan University,Research grants,New,Non-HK,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2017/18,Lingnan University,Research grants,New,Other RGC Grants,Amount (HK$ million),7,
2017/18,Lingnan University,Research grants,On-going,Block Grant,Amount (HK$ million),8,
2017/18,Lingnan University,Research grants,On-going,HKSAR Government,Amount (HK$ million),5,
